         10857816 function calls (10158985 primitive calls) in 16.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\logging\__init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\zipfile\__init__.py:1931(close)
        9    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:349(iterator_type)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:174(from_argument)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\plyparser.py:70(parameterized)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\arraydecl.py:696(ArrayFlagsAttribute)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:1997(gen_isAlX)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\hashing.py:389(FNV)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\common\_aliases.py:160(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\common\_linalg.py:24(EighResult)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:273(ArpackError)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:934(LuInv)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:792(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\polynomial\polynomial_core.py:13(PolynomialModel)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\boxing.py:635(_NumbaTypeHelper)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\context.py:253(get_start_method)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\functools.py:845(_is_valid_dispatch_type)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\re\_parser.py:166(__delitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\array_exprs.py:133(_translate_expr)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\plyparser.py:13(Coord)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\arraydecl.py:558(DTypeAttr)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\listobj.py:48(size)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:1471(_partition_factory)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:959(IterInv)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\typed\typedlist.py:38(_Sequence)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2213(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:109(NodeVisitor)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\enumdecl.py:23(EnumClassAttribute)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:1421(generate_splitlines_func)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:79(UnicodeModel)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\linalg.py:48(get_blas_kind)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:4444(ol_array_zero_fill)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\common\_aliases.py:155(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\random\generator_core.py:13(NumPyRngBitGeneratorModel)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\_distutils_hack\__init__.py:96(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\functools.py:861(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:517(isbuiltin)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numpy\lib\_version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\model.py:579(get_typecache)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:134(unify)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:167(ArrayDecl)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\arraydecl.py:688(ArrayCTypesAttribute)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:2042(_is_upper)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:1205(generate_rsplit_whitespace_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:4043(_gen_np_machar)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\common\_linalg.py:28(QRResult)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\common\_linalg.py:32(SlogdetResult)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\array_api_compat\common\_linalg.py:36(SVDResult)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\deprecation.py:98(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\random\generator_core.py:31(NumPyRandomGeneratorTypeModel)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:760(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:949(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\zipfile\__init__.py:718(_check_compression)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:449(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4639(dprint)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:484(_warn_about_uninitialized_variable)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:585(FileAST)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\plyparser.py:34(PLYParser)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\arraydecl.py:599(RecordAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\arraydecl.py:710(NestedArrayAttribute)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:736(generate_finder)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:907(np_any)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:910(SpLuInv)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\experimental\function_type.py:31(FunctionProtoModel)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\typed\dictobject.py:88(DictModel)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\typed\listobject.py:87(ErrorHandler)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\math\cmathimpl.py:84(intrinsic_complex_unary)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:94(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\experimental\jitclass\base.py:22(InstanceModel)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\reduction.py:104(DupHandle)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\util.py:108(_platform_supports_abstract_sockets)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:2790(annotation)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1435(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\model.py:174(build_backend_type)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:806(is_const_call)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:161(ov_wrap)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering_utils.py:18(_context)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:249(BinaryOp)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:567(ExprList)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:831(ParamList)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:1052(UnaryOp)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\collections.py:9(InContainer)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:1376(gen_unicode_Xjust)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:102(UnicodeIteratorModel)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_eigen\arpack\arpack.py:283(ArpackNoConvergence)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npdatetime.py:399(_create_timedelta_ordering_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:45(_ScalarIndexingHelper)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:635(_Kernel)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\cmathimpl.py:84(intrinsic_complex_unary)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\common.py:90(key)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:1993(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2362(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2377(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:1381(MiniProduction)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:1971(LRTable)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\cffi_utils.py:184(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:1427(LRItem)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:307(Cast)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:346(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:603(For)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:905(Struct)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:946(Switch)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:1089(While)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\collections.py:39(GetItemSequence)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\setdecl.py:99(ConcreteSetOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\npdatetime.py:19(TimedeltaUnaryOp)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:418(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\hashing.py:396(SIPHASH)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:2291(_gen_unicode_upper_or_lower)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\listobj.py:130(ListPayloadAccessor)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\_misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\_base.py:17(SparseWarning)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_special_sparse_arrays.py:835(MikotaPair)
